date,ticker,close,volume,daily_return,abs_return,momentum_5d,volatility_10d,ticker_GLD,ticker_SPY,ticker_TLT,ticker_VNQ,next_day_return
2024-01-02,GLD,190.65134295638944,12636187.544375893,0.003428120823102481,0.003428120823102481,,,1,0,0,0,-0.005945458789531549
2024-01-03,GLD,189.5178332536734,11949667.273130927,-0.005945458789531549,0.005945458789531549,,,1,0,0,0,-0.005663112283987613
2024-01-04,GLD,188.4445724841398,13331092.58223391,-0.005663112283987613,0.005663112283987613,,,1,0,0,0,0.0035308809318001814
2024-01-05,GLD,189.10994783182528,10290733.525180662,0.0035308809318001814,0.0035308809318001814,,,1,0,0,0,0.005555078276757449
2024-01-08,GLD,190.16046839494462,11206980.058520725,0.005555078276757449,0.005555078276757449,,,1,0,0,0,-0.0063568412499192956
2024-01-09,GLD,188.95164848534765,14637333.416255785,-0.0063568412499192956,0.0063568412499192956,-0.008915197998005109,,1,0,0,0,-0.013670674709756539
2024-01-10,GLD,186.3685519630322,11966330.844697248,-0.013670674709756539,0.013670674709756539,-0.01661733482582517,,1,0,0,0,0.0073281379465309935
2024-01-11,GLD,187.73428642071255,12892268.953423921,0.0073281379465309935,0.0073281379465309935,-0.0037692041434996826,,1,0,0,0,-0.005813502062979511
2024-01-12,GLD,186.64289275931375,13911652.14107565,-0.005813502062979511,0.005813502062979511,-0.013045612358295822,,1,0,0,0,-0.014614605291252629
2024-01-15,GLD,183.9151805512188,13329643.870136878,-0.014614605291252629,0.014614605291252629,-0.03284219846763814,0.0077963926793527824,1,0,0,0,-0.00142841190120745
2024-01-16,GLD,183.65247391850676,12187793.225743923,-0.00142841190120745,0.00142841190120745,-0.028045135405377564,0.007480983223353022,1,0,0,0,0.001803125812115982
2024-01-17,GLD,183.98362243468816,14029460.57819769,0.001803125812115982,0.001803125812115982,-0.012796845300472648,0.00762339898689893,1,0,0,0,0.007839284277309034
2024-01-18,GLD,185.42592235332276,11855932.829402542,0.007839284277309034,0.007839284277309034,-0.012295910946265587,0.008255656844445411,1,0,0,0,-0.003399521721593485
2024-01-19,GLD,184.79556290253612,13144258.89713242,-0.003399521721593485,0.003399521721593485,-0.00989767051649737,0.008067432337749796,1,0,0,0,0.0023371045490931342
2024-01-22,GLD,185.22744945324786,11793100.537142176,0.0023371045490931342,0.0023371045490931342,0.0071351853506382845,0.007779402459701095,1,0,0,0,-0.010102165453574792
2024-01-23,GLD,183.3562511123275,11207476.431018667,-0.010102165453574792,0.010102165453574792,-0.001612952985924454,0.008065398370334051,1,0,0,0,0.0038530781748882283
2024-01-24,GLD,184.06273708171773,12378102.205464622,0.0038530781748882283,0.0038530781748882283,0.00043000918224467277,0.007355058906491023,1,0,0,0,-0.012307381309456338
2024-01-25,GLD,181.79740679159082,15276940.223620776,-0.012307381309456338,0.012307381309456338,-0.01956854530197738,0.007440026413245689,1,0,0,0,0.004987020297835286
2024-01-26,GLD,182.7040341493543,12158840.0151007,0.004987020297835286,0.004987020297835286,-0.01131806803329427,0.00779142669049103,1,0,0,0,0.0014649683679437086
2024-01-29,GLD,182.97168978007883,11142364.525073107,0.0014649683679437086,0.0014649683679437086,-0.012178322812453235,0.006469585104548635,1,0,0,0,-0.012148619459419384
2024-01-30,GLD,180.74883634909372,12694843.84876765,-0.012148619459419384,0.012148619459419384,-0.014220484698045155,0.007454580032640018,1,0,0,0,-0.004962029196218935
2024-01-31,GLD,179.85195534594692,11709045.675405895,-0.004962029196218935,0.004962029196218935,-0.02287688318956904,0.007421623145684707,1,0,0,0,0.013450779497284944
2024-02-01,GLD,182.27110433946078,13953255.896176185,0.013450779497284944,0.013450779497284944,0.002605634239948307,0.00841445220830791,1,0,0,0,-0.008423602838021817
2024-02-02,GLD,180.73572494765753,11260108.680246733,-0.008423602838021817,0.008423602838021817,-0.01077321149946664,0.008674326382473679,1,0,0,0,-0.013168191013197513
2024-02-05,GLD,178.35576239863803,14597019.08875025,-0.013168191013197513,0.013168191013197513,-0.025227549611575806,0.009148967471771534,1,0,0,0,-0.002226302327527113
2024-02-06,GLD,177.95868854968208,12803632.70381943,-0.002226302327527113,0.002226302327527113,-0.015436601727398247,0.008874899555799258,1,0,0,0,0.0014332384357421404
2024-02-07,GLD,178.21374578208574,14038485.623765333,0.0014332384357421404,0.0014332384357421404,-0.00910865584257936,0.008700124310518143,1,0,0,0,0.0066856594306924574
2024-02-08,GLD,179.40522219225278,11886997.877966411,0.0066856594306924574,0.0066856594306924574,-0.015723184196385853,0.008560622828225818,1,0,0,0,-0.0010765554345133555
2024-02-09,GLD,179.21208252532162,13536462.620936587,-0.0010765554345133555,0.0010765554345133555,-0.008430222761865003,0.008276591246718203,1,0,0,0,-0.0036418756111079764
2024-02-12,GLD,178.55941441275678,10915677.389585719,-0.0036418756111079764,0.0036418756111079764,0.0011418303024242071,0.008203324322844244,1,0,0,0,-0.00177831328165853
2024-02-13,GLD,178.2418798345414,13062141.655707754,-0.00177831328165853,0.00177831328165853,0.0015913316015490064,0.007456601058938733,1,0,0,0,0.006316191745829533
2024-02-14,GLD,179.36768972471344,12195077.659796579,0.006316191745829533,0.006316191745829533,0.006475055768362159,0.007701943193271965,1,0,0,0,-0.0013380654047661434
2024-02-15,GLD,179.12768402435998,10588041.306657968,-0.0013380654047661434,0.0013380654047661434,-0.0015469904638304444,0.00601563685471132,1,0,0,0,0.004590446506980126
2024-02-16,GLD,179.94996007579306,13619122.010494813,0.004590446506980126,0.004590446506980126,0.004117342648295885,0.00580884621761975,1,0,0,0,-0.014279559479692843
2024-02-19,GLD,177.38035391752243,15720186.263297033,-0.014279559479692843,0.014279559479692843,-0.0066031830307689,0.006083958077511589,1,0,0,0,-0.0027902357098166025
2024-02-20,GLD,176.88542091980185,15168356.63518116,-0.0027902357098166025,0.0027902357098166025,-0.007610214367121504,0.0061039934807571835,1,0,0,0,-0.0006027494818075285
2024-02-21,GLD,176.77880332400312,12727286.438634077,-0.0006027494818075285,0.0006027494818075285,-0.014433404392305227,0.00606290446488256,1,0,0,0,0.008429318095764516
2024-02-22,GLD,178.26892808980972,12350413.494943488,0.008429318095764516,0.008429318095764516,-0.004794099467246404,0.006321399751653183,1,0,0,0,0.0038186316503622405
2024-02-23,GLD,178.94967146088962,14717960.139409605,0.0038186316503622405,0.0038186316503622405,-0.005558704289137517,0.006469669177618734,1,0,0,0,0.0018424257085852525
2024-02-26,GLD,179.27937293613203,10847687.205377327,0.0018424257085852525,0.0018424257085852525,0.010705915151644207,0.00637035597243743,1,0,0,0,0.008826590923087085
2024-02-27,GLD,180.86179862198685,12962288.450808803,0.008826590923087085,0.008826590923087085,0.02247996291332477,0.006829735213737335,1,0,0,0,0.0015056557065960168
2024-02-28,GLD,181.13411422118725,10152623.18921576,0.0015056557065960168,0.0015056557065960168,0.02463706516443409,0.006617467053830764,1,0,0,0,0.0254674950885379
2024-02-29,GLD,185.74714638548198,14386879.897500854,0.0254674950885379,0.0254674950885379,0.04194908431773836,0.01008542738716162,1,0,0,0,-0.007186257372783847
